checking_status	duration	credit_history	purpose	credit_amount	savings_status	employment	installment_commitment	personal_status	other_parties	residence_since	property_magnitude	age	other_payment_plans	housing	existing_credits	job	num_dependents	own_telephone	foreign_worker	class
'no checking'	36.00	'existing paid'	business	7409.00	'no known savings'	'>=7'	3.00	'male single'	none	2.00	'life insurance'	37.00	none	own	2.00	skilled	1.00	none	yes	good
'<0'	12.00	'existing paid'	furniture/equipment	652.00	'<100'	'>=7'	4.00	'female div/dep/mar'	none	4.00	'life insurance'	24.00	none	rent	1.00	skilled	1.00	none	yes	good
'no checking'	36.00	'delayed previously'	furniture/equipment	7678.00	'500<=X<1000'	'4<=X<7'	2.00	'female div/dep/mar'	none	4.00	car	40.00	none	own	2.00	skilled	1.00	yes	yes	good
'>=200'	6.00	'critical/other existing 	'new car'	1343.00	'<100'	'>=7'	1.00	'male single'	none	4.00	'real estate'	46.00	none	own	2.00	skilled	2.00	none	no	good
'<0'	24.00	'critical/other existing 	business	1382.00	'100<=X<500'	'4<=X<7'	4.00	'male single'	none	1.00	'real estate'	26.00	none	own	2.00	skilled	1.00	yes	yes	good
'no checking'	15.00	'existing paid'	'domestic appliance'	874.00	'no known savings'	'<1'	4.00	'female div/dep/mar'	none	1.00	'real estate'	24.00	none	own	1.00	skilled	1.00	none	yes	good
'<0'	12.00	'existing paid'	furniture/equipment	3590.00	'<100'	'1<=X<4'	2.00	'male single'	'co applicant'	2.00	'life insurance'	29.00	none	own	1.00	'unskilled resident'	2.00	none	yes	good
'0<=X<200'	11.00	'critical/other existing 	'new car'	1322.00	'>=1000'	'1<=X<4'	4.00	'female div/dep/mar'	none	4.00	car	40.00	none	own	2.00	skilled	1.00	none	yes	good
'<0'	18.00	'all paid'	radio/tv	1940.00	'<100'	'<1'	3.00	'male single'	'co applicant'	4.00	'no known property'	36.00	bank	'for free'	1.00	'high qualif/self emp/mgm	1.00	yes	yes	good
'no checking'	36.00	'existing paid'	radio/tv	3595.00	'<100'	'>=7'	4.00	'male single'	none	2.00	car	28.00	none	own	1.00	skilled	1.00	none	yes	good
'<0'	9.00	'existing paid'	'new car'	1422.00	'<100'	'<1'	3.00	'male single'	none	2.00	'no known property'	27.00	none	'for free'	1.00	'high qualif/self emp/mgm	1.00	yes	yes	bad
'no checking'	30.00	'critical/other existing 	radio/tv	6742.00	'no known savings'	'4<=X<7'	2.00	'male single'	none	3.00	'life insurance'	36.00	none	own	2.00	skilled	1.00	none	yes	good
'no checking'	24.00	'existing paid'	'used car'	7814.00	'<100'	'4<=X<7'	3.00	'male single'	none	3.00	car	38.00	none	own	1.00	'high qualif/self emp/mgm	1.00	yes	yes	good
'no checking'	24.00	'existing paid'	'used car'	9277.00	'no known savings'	'1<=X<4'	2.00	'male div/sep'	none	4.00	'no known property'	48.00	none	'for free'	1.00	skilled	1.00	yes	yes	good
'0<=X<200'	30.00	'critical/other existing 	'new car'	2181.00	'no known savings'	'>=7'	4.00	'male single'	none	4.00	'real estate'	36.00	none	own	2.00	skilled	1.00	none	yes	good
'no checking'	18.00	'critical/other existing 	radio/tv	1098.00	'<100'	unemployed	4.00	'female div/dep/mar'	none	4.00	car	65.00	none	own	2.00	'unemp/unskilled non res'	1.00	none	yes	good
'0<=X<200'	24.00	'existing paid'	furniture/equipment	4057.00	'<100'	'4<=X<7'	3.00	'male div/sep'	none	3.00	car	43.00	none	own	1.00	skilled	1.00	yes	yes	bad
'<0'	12.00	'existing paid'	education	795.00	'<100'	'<1'	4.00	'female div/dep/mar'	none	4.00	'life insurance'	53.00	none	own	1.00	skilled	1.00	none	yes	bad
'0<=X<200'	24.00	'critical/other existing 	business	2825.00	'no known savings'	'4<=X<7'	4.00	'male single'	none	3.00	'no known property'	34.00	none	own	2.00	skilled	2.00	yes	yes	good
'0<=X<200'	48.00	'existing paid'	business	15672.00	'<100'	'1<=X<4'	2.00	'male single'	none	2.00	car	23.00	none	own	1.00	skilled	1.00	yes	yes	bad
'no checking'	36.00	'critical/other existing 	'new car'	6614.00	'<100'	'>=7'	4.00	'male single'	none	4.00	car	34.00	none	own	2.00	'high qualif/self emp/mgm	1.00	yes	yes	good
'no checking'	28.00	'all paid'	'used car'	7824.00	'no known savings'	'<1'	3.00	'male single'	guarantor	4.00	'real estate'	40.00	bank	rent	2.00	skilled	2.00	yes	yes	good
'<0'	27.00	'critical/other existing 	business	2442.00	'<100'	'>=7'	4.00	'male single'	none	4.00	car	43.00	stores	own	4.00	'high qualif/self emp/mgm	2.00	yes	yes	good
'no checking'	15.00	'critical/other existing 	radio/tv	1829.00	'<100'	'>=7'	4.00	'male single'	none	4.00	car	46.00	none	own	2.00	skilled	1.00	yes	yes	good
'<0'	12.00	'critical/other existing 	'new car'	2171.00	'<100'	'1<=X<4'	4.00	'male single'	none	4.00	'life insurance'	38.00	bank	own	2.00	'unskilled resident'	1.00	none	no	good
'0<=X<200'	36.00	'critical/other existing 	'used car'	5800.00	'<100'	'1<=X<4'	3.00	'male single'	none	4.00	car	34.00	none	own	2.00	skilled	1.00	yes	yes	good
'no checking'	18.00	'critical/other existing 	radio/tv	1169.00	'no known savings'	'1<=X<4'	4.00	'male single'	none	3.00	'life insurance'	29.00	none	own	2.00	skilled	1.00	yes	yes	good
'no checking'	36.00	'delayed previously'	'used car'	8947.00	'no known savings'	'4<=X<7'	3.00	'male single'	none	2.00	car	31.00	stores	own	1.00	'high qualif/self emp/mgm	2.00	yes	yes	good
'<0'	21.00	'existing paid'	radio/tv	2606.00	'<100'	'<1'	4.00	'female div/dep/mar'	none	4.00	'life insurance'	28.00	none	rent	1.00	'high qualif/self emp/mgm	1.00	yes	yes	good
'no checking'	12.00	'critical/other existing 	furniture/equipment	1592.00	'>=1000'	'4<=X<7'	3.00	'female div/dep/mar'	none	2.00	'life insurance'	35.00	none	own	1.00	skilled	1.00	none	no	good
'no checking'	15.00	'existing paid'	furniture/equipment	2186.00	'no known savings'	'4<=X<7'	1.00	'female div/dep/mar'	none	4.00	'real estate'	33.00	bank	rent	1.00	'unskilled resident'	1.00	none	yes	good
'<0'	18.00	'existing paid'	furniture/equipment	4153.00	'<100'	'1<=X<4'	2.00	'male single'	'co applicant'	3.00	car	42.00	none	own	1.00	skilled	1.00	none	yes	bad
'<0'	16.00	'critical/other existing 	'new car'	2625.00	'<100'	'>=7'	2.00	'male single'	guarantor	4.00	'life insurance'	43.00	bank	rent	1.00	skilled	1.00	yes	yes	bad
'no checking'	20.00	'critical/other existing 	'new car'	3485.00	'no known savings'	'<1'	2.00	'male div/sep'	none	4.00	'real estate'	44.00	none	own	2.00	skilled	1.00	yes	yes	good
'no checking'	36.00	'critical/other existing 	'used car'	10477.00	'no known savings'	'>=7'	2.00	'male single'	none	4.00	'no known property'	42.00	none	'for free'	2.00	skilled	1.00	none	yes	good
'no checking'	15.00	'existing paid'	radio/tv	1386.00	'no known savings'	'1<=X<4'	4.00	'male mar/wid'	none	2.00	'real estate'	40.00	none	rent	1.00	skilled	1.00	yes	yes	good
'no checking'	24.00	'existing paid'	radio/tv	1278.00	'<100'	'>=7'	4.00	'male single'	none	1.00	'real estate'	36.00	none	own	1.00	'high qualif/self emp/mgm	1.00	yes	yes	good
'<0'	12.00	'existing paid'	radio/tv	1107.00	'<100'	'1<=X<4'	2.00	'male single'	none	2.00	'real estate'	20.00	none	rent	1.00	'high qualif/self emp/mgm	2.00	yes	yes	good
'<0'	21.00	'existing paid'	'new car'	3763.00	'no known savings'	'4<=X<7'	2.00	'male single'	'co applicant'	2.00	'real estate'	24.00	none	own	1.00	'unskilled resident'	1.00	none	no	good
'0<=X<200'	36.00	'existing paid'	education	3711.00	'no known savings'	'1<=X<4'	2.00	'male mar/wid'	none	2.00	car	27.00	none	own	1.00	skilled	1.00	none	yes	good
'no checking'	15.00	'delayed previously'	'used car'	3594.00	'<100'	'<1'	1.00	'female div/dep/mar'	none	2.00	'life insurance'	46.00	none	own	2.00	'unskilled resident'	1.00	none	yes	good
'0<=X<200'	9.00	'existing paid'	'new car'	3195.00	'no known savings'	'1<=X<4'	1.00	'female div/dep/mar'	none	2.00	'real estate'	33.00	none	own	1.00	'unskilled resident'	1.00	none	yes	good
'no checking'	36.00	'delayed previously'	radio/tv	4454.00	'<100'	'1<=X<4'	4.00	'female div/dep/mar'	none	4.00	'real estate'	34.00	none	own	2.00	skilled	1.00	none	yes	good
'0<=X<200'	24.00	'critical/other existing 	furniture/equipment	4736.00	'<100'	'<1'	2.00	'female div/dep/mar'	none	4.00	car	25.00	bank	own	1.00	'unskilled resident'	1.00	none	yes	bad
'0<=X<200'	30.00	'existing paid'	radio/tv	2991.00	'no known savings'	'>=7'	2.00	'female div/dep/mar'	none	4.00	car	25.00	none	own	1.00	skilled	1.00	none	yes	good
'no checking'	11.00	'existing paid'	business	2142.00	'>=1000'	'>=7'	1.00	'male div/sep'	none	2.00	'real estate'	28.00	none	own	1.00	skilled	1.00	yes	yes	good
'<0'	24.00	'all paid'	business	3161.00	'<100'	'1<=X<4'	4.00	'male single'	none	2.00	'life insurance'	31.00	none	rent	1.00	skilled	1.00	yes	yes	bad
'0<=X<200'	48.00	'no credits/all paid'	other	18424.00	'<100'	'1<=X<4'	1.00	'female div/dep/mar'	none	2.00	'life insurance'	32.00	bank	own	1.00	'high qualif/self emp/mgm	1.00	yes	no	bad
'no checking'	10.00	'existing paid'	'used car'	2848.00	'100<=X<500'	'1<=X<4'	1.00	'male single'	'co applicant'	2.00	'real estate'	32.00	none	own	1.00	skilled	2.00	none	yes	good
'<0'	6.00	'existing paid'	'new car'	14896.00	'<100'	'>=7'	1.00	'male single'	none	4.00	'no known property'	68.00	bank	own	1.00	'high qualif/self emp/mgm	1.00	yes	yes	bad
'<0'	24.00	'existing paid'	furniture/equipment	2359.00	'100<=X<500'	unemployed	1.00	'male div/sep'	none	1.00	'life insurance'	33.00	none	own	1.00	skilled	1.00	none	yes	bad
'<0'	24.00	'existing paid'	furniture/equipment	3345.00	'<100'	'>=7'	4.00	'male single'	none	2.00	'life insurance'	39.00	none	rent	1.00	'high qualif/self emp/mgm	1.00	yes	yes	bad
'no checking'	18.00	'critical/other existing 	furniture/equipment	1817.00	'<100'	'1<=X<4'	4.00	'female div/dep/mar'	none	2.00	'no known property'	28.00	none	own	2.00	skilled	1.00	none	yes	good
'no checking'	48.00	'delayed previously'	radio/tv	12749.00	'500<=X<1000'	'4<=X<7'	4.00	'male single'	none	1.00	car	37.00	none	own	1.00	'high qualif/self emp/mgm	1.00	yes	yes	good
'<0'	9.00	'existing paid'	radio/tv	1366.00	'<100'	'<1'	3.00	'female div/dep/mar'	none	4.00	'life insurance'	22.00	none	rent	1.00	skilled	1.00	none	yes	bad
'0<=X<200'	12.00	'existing paid'	'new car'	2002.00	'<100'	'4<=X<7'	3.00	'male single'	none	4.00	'life insurance'	30.00	none	rent	1.00	skilled	2.00	yes	yes	good
'<0'	24.00	'all paid'	furniture/equipment	6872.00	'<100'	'<1'	2.00	'male div/sep'	none	1.00	'life insurance'	55.00	bank	own	1.00	skilled	1.00	yes	yes	bad
'<0'	12.00	'all paid'	'new car'	697.00	'<100'	'<1'	4.00	'male single'	none	2.00	car	46.00	bank	own	2.00	skilled	1.00	yes	yes	bad
'<0'	18.00	'critical/other existing 	furniture/equipment	1049.00	'<100'	'<1'	4.00	'female div/dep/mar'	none	4.00	'life insurance'	21.00	none	rent	1.00	skilled	1.00	none	yes	good
'<0'	48.00	'existing paid'	'used car'	10297.00	'<100'	'4<=X<7'	4.00	'male single'	none	4.00	'no known property'	39.00	stores	'for free'	3.00	skilled	2.00	yes	yes	bad
'no checking'	30.00	'existing paid'	radio/tv	1867.00	'no known savings'	'>=7'	4.00	'male single'	none	4.00	car	58.00	none	own	1.00	skilled	1.00	yes	yes	good
'<0'	12.00	'delayed previously'	'new car'	1344.00	'<100'	'1<=X<4'	4.00	'male single'	none	2.00	'real estate'	43.00	none	own	2.00	'unskilled resident'	2.00	none	yes	good
'<0'	24.00	'existing paid'	furniture/equipment	1747.00	'<100'	'<1'	4.00	'male single'	'co applicant'	1.00	'life insurance'	24.00	none	own	1.00	'unskilled resident'	1.00	none	no	good
'0<=X<200'	9.00	'existing paid'	radio/tv	1670.00	'<100'	'<1'	4.00	'female div/dep/mar'	none	2.00	car	22.00	none	own	1.00	skilled	1.00	yes	yes	bad
'no checking'	9.00	'critical/other existing 	'new car'	1224.00	'<100'	'1<=X<4'	3.00	'male single'	none	1.00	'real estate'	30.00	none	own	2.00	skilled	1.00	none	yes	good
'no checking'	12.00	'critical/other existing 	radio/tv	522.00	'500<=X<1000'	'>=7'	4.00	'male single'	none	4.00	'life insurance'	42.00	none	own	2.00	skilled	2.00	yes	yes	good
'<0'	12.00	'existing paid'	radio/tv	1498.00	'<100'	'1<=X<4'	4.00	'female div/dep/mar'	none	1.00	car	23.00	bank	own	1.00	skilled	1.00	none	yes	good
'0<=X<200'	30.00	'delayed previously'	radio/tv	1919.00	'100<=X<500'	'<1'	4.00	'male single'	none	3.00	'no known property'	30.00	stores	own	2.00	'high qualif/self emp/mgm	1.00	none	yes	bad
'>=200'	9.00	'existing paid'	radio/tv	745.00	'<100'	'1<=X<4'	3.00	'female div/dep/mar'	none	2.00	'real estate'	28.00	none	own	1.00	'unskilled resident'	1.00	none	yes	bad
'0<=X<200'	6.00	'existing paid'	radio/tv	2063.00	'<100'	'<1'	4.00	'male mar/wid'	none	3.00	car	30.00	none	rent	1.00	'high qualif/self emp/mgm	1.00	yes	yes	good
'0<=X<200'	60.00	'existing paid'	education	6288.00	'<100'	'1<=X<4'	4.00	'male single'	none	4.00	'no known property'	42.00	none	'for free'	1.00	skilled	1.00	none	yes	bad
'no checking'	24.00	'critical/other existing 	'used car'	6842.00	'no known savings'	'1<=X<4'	2.00	'male single'	none	4.00	'life insurance'	46.00	none	own	2.00	'high qualif/self emp/mgm	2.00	yes	yes	good
'no checking'	12.00	'existing paid'	'new car'	3527.00	'no known savings'	'<1'	2.00	'male single'	none	3.00	'life insurance'	45.00	none	own	1.00	'high qualif/self emp/mgm	2.00	yes	yes	good
'no checking'	10.00	'existing paid'	'new car'	1546.00	'<100'	'1<=X<4'	3.00	'male single'	none	2.00	'real estate'	31.00	none	own	1.00	'unskilled resident'	2.00	none	no	good
'no checking'	24.00	'existing paid'	furniture/equipment	929.00	'no known savings'	'4<=X<7'	4.00	'male single'	none	2.00	car	31.00	stores	own	1.00	skilled	1.00	yes	yes	good
'no checking'	4.00	'critical/other existing 	'new car'	1455.00	'<100'	'4<=X<7'	2.00	'male single'	none	1.00	'real estate'	42.00	none	own	3.00	'unskilled resident'	2.00	none	yes	good
'<0'	15.00	'existing paid'	furniture/equipment	1845.00	'<100'	'<1'	4.00	'female div/dep/mar'	guarantor	1.00	'life insurance'	46.00	none	rent	1.00	skilled	1.00	none	yes	good
'0<=X<200'	48.00	'no credits/all paid'	'new car'	8358.00	'500<=X<1000'	'<1'	1.00	'female div/dep/mar'	none	1.00	car	30.00	none	own	2.00	skilled	1.00	none	yes	good
'<0'	24.00	'all paid'	furniture/equipment	3349.00	'500<=X<1000'	'<1'	4.00	'male single'	none	4.00	'no known property'	30.00	none	'for free'	1.00	skilled	2.00	yes	yes	bad
'no checking'	12.00	'existing paid'	'new car'	2859.00	'no known savings'	unemployed	4.00	'male single'	none	4.00	'no known property'	38.00	none	own	1.00	'high qualif/self emp/mgm	1.00	yes	yes	good
'no checking'	18.00	'existing paid'	furniture/equipment	1533.00	'<100'	'<1'	4.00	'male mar/wid'	'co applicant'	1.00	'life insurance'	43.00	none	own	1.00	'unskilled resident'	2.00	none	yes	bad
'no checking'	24.00	'existing paid'	radio/tv	3621.00	'100<=X<500'	'>=7'	2.00	'male single'	none	4.00	car	31.00	none	own	2.00	skilled	1.00	none	yes	bad
'0<=X<200'	18.00	'critical/other existing 	business	3590.00	'<100'	unemployed	3.00	'male mar/wid'	none	3.00	car	40.00	none	own	3.00	'unemp/unskilled non res'	2.00	yes	yes	good
'<0'	36.00	'delayed previously'	business	2145.00	'<100'	'4<=X<7'	2.00	'male single'	none	1.00	car	24.00	none	own	2.00	skilled	1.00	yes	yes	bad
'0<=X<200'	24.00	'existing paid'	'used car'	4113.00	'500<=X<1000'	'<1'	3.00	'female div/dep/mar'	none	4.00	car	28.00	none	rent	1.00	skilled	1.00	none	yes	bad
'no checking'	36.00	'existing paid'	furniture/equipment	10974.00	'<100'	unemployed	4.00	'female div/dep/mar'	none	2.00	car	26.00	none	own	2.00	'high qualif/self emp/mgm	1.00	yes	yes	bad
'<0'	12.00	'existing paid'	'new car'	1893.00	'<100'	'1<=X<4'	4.00	'female div/dep/mar'	guarantor	4.00	'life insurance'	29.00	none	own	1.00	skilled	1.00	yes	yes	good
'<0'	24.00	'critical/other existing 	radio/tv	1231.00	'>=1000'	'>=7'	4.00	'female div/dep/mar'	none	4.00	'life insurance'	57.00	none	rent	2.00	'high qualif/self emp/mgm	1.00	yes	yes	good
'>=200'	30.00	'critical/other existing 	radio/tv	3656.00	'no known savings'	'>=7'	4.00	'male single'	none	4.00	'life insurance'	49.00	stores	own	2.00	'unskilled resident'	1.00	none	yes	good
'0<=X<200'	9.00	'critical/other existing 	radio/tv	1154.00	'<100'	'>=7'	2.00	'male single'	none	4.00	'real estate'	37.00	none	own	3.00	'unskilled resident'	1.00	none	yes	good
'<0'	28.00	'existing paid'	'new car'	4006.00	'<100'	'1<=X<4'	3.00	'male single'	none	2.00	car	45.00	none	own	1.00	'unskilled resident'	1.00	none	yes	bad
'0<=X<200'	24.00	'existing paid'	furniture/equipment	3069.00	'100<=X<500'	'>=7'	4.00	'male single'	none	4.00	'no known property'	30.00	none	'for free'	1.00	skilled	1.00	none	yes	good
'no checking'	6.00	'critical/other existing 	radio/tv	1740.00	'<100'	'>=7'	2.00	'male mar/wid'	none	2.00	'real estate'	30.00	none	rent	2.00	skilled	1.00	none	yes	good
'0<=X<200'	21.00	'delayed previously'	'new car'	2353.00	'<100'	'1<=X<4'	1.00	'male div/sep'	none	4.00	'life insurance'	47.00	none	own	2.00	skilled	1.00	none	yes	good
'no checking'	15.00	'existing paid'	'new car'	3556.00	'no known savings'	'1<=X<4'	3.00	'male single'	none	2.00	'no known property'	29.00	none	own	1.00	skilled	1.00	none	yes	good
'no checking'	24.00	'existing paid'	radio/tv	2397.00	'500<=X<1000'	'>=7'	3.00	'male single'	none	2.00	car	35.00	bank	own	2.00	skilled	1.00	yes	yes	bad
'0<=X<200'	6.00	'existing paid'	repairs	454.00	'<100'	'<1'	3.00	'male mar/wid'	none	1.00	'life insurance'	22.00	none	own	1.00	'unskilled resident'	1.00	none	yes	good
'0<=X<200'	30.00	'existing paid'	radio/tv	1715.00	'no known savings'	'1<=X<4'	4.00	'female div/dep/mar'	none	1.00	car	26.00	none	own	1.00	skilled	1.00	none	yes	good
'0<=X<200'	27.00	'critical/other existing 	radio/tv	2520.00	'500<=X<1000'	'1<=X<4'	4.00	'male single'	none	2.00	'life insurance'	23.00	none	own	2.00	'unskilled resident'	1.00	none	yes	bad
'no checking'	15.00	'existing paid'	radio/tv	3568.00	'<100'	'>=7'	4.00	'female div/dep/mar'	none	2.00	car	54.00	bank	rent	1.00	'high qualif/self emp/mgm	1.00	yes	yes	good
'no checking'	42.00	'existing paid'	radio/tv	7166.00	'no known savings'	'4<=X<7'	2.00	'male mar/wid'	none	4.00	'life insurance'	29.00	none	rent	1.00	skilled	1.00	yes	yes	good
'<0'	11.00	'critical/other existing 	'new car'	3939.00	'<100'	'1<=X<4'	1.00	'male single'	none	2.00	'real estate'	40.00	none	own	2.00	'unskilled resident'	2.00	none	yes	good
'0<=X<200'	15.00	'existing paid'	repairs	1514.00	'100<=X<500'	'1<=X<4'	4.00	'male single'	guarantor	2.00	'real estate'	22.00	none	own	1.00	skilled	1.00	none	yes	good
'no checking'	24.00	'existing paid'	'new car'	7393.00	'<100'	'1<=X<4'	1.00	'male single'	none	4.00	'life insurance'	43.00	none	own	1.00	'unskilled resident'	2.00	none	yes	good
'<0'	24.00	'all paid'	'new car'	1193.00	'<100'	unemployed	1.00	'female div/dep/mar'	'co applicant'	4.00	'no known property'	29.00	none	rent	2.00	'unemp/unskilled non res'	1.00	none	yes	bad
'<0'	60.00	'existing paid'	business	7297.00	'<100'	'>=7'	4.00	'male single'	'co applicant'	4.00	'no known property'	36.00	none	rent	1.00	skilled	1.00	none	yes	bad
'no checking'	30.00	'critical/other existing 	radio/tv	2831.00	'<100'	'1<=X<4'	4.00	'female div/dep/mar'	none	2.00	car	33.00	none	own	1.00	skilled	1.00	yes	yes	good
'>=200'	24.00	'existing paid'	radio/tv	1258.00	'500<=X<1000'	'1<=X<4'	3.00	'female div/dep/mar'	none	3.00	car	57.00	none	own	1.00	'unskilled resident'	1.00	none	yes	good
'0<=X<200'	6.00	'existing paid'	radio/tv	753.00	'<100'	'1<=X<4'	2.00	'female div/dep/mar'	guarantor	3.00	'real estate'	64.00	none	own	1.00	skilled	1.00	none	yes	good
'0<=X<200'	18.00	'delayed previously'	business	2427.00	'no known savings'	'>=7'	4.00	'male single'	none	2.00	'life insurance'	42.00	none	own	2.00	skilled	1.00	none	yes	good
'no checking'	24.00	'delayed previously'	'new car'	2538.00	'<100'	'>=7'	4.00	'male single'	none	4.00	car	47.00	none	own	2.00	'unskilled resident'	2.00	none	yes	bad
'0<=X<200'	15.00	'all paid'	'new car'	1264.00	'100<=X<500'	'1<=X<4'	2.00	'male mar/wid'	none	2.00	'life insurance'	25.00	none	rent	1.00	skilled	1.00	none	yes	bad
'0<=X<200'	30.00	'critical/other existing 	furniture/equipment	8386.00	'<100'	'4<=X<7'	2.00	'male single'	none	2.00	'life insurance'	49.00	none	own	1.00	skilled	1.00	none	yes	bad
'no checking'	48.00	'existing paid'	business	4844.00	'<100'	unemployed	3.00	'male single'	none	2.00	car	33.00	bank	rent	1.00	'high qualif/self emp/mgm	1.00	yes	yes	bad
'>=200'	21.00	'existing paid'	'new car'	2923.00	'100<=X<500'	'1<=X<4'	1.00	'female div/dep/mar'	none	1.00	car	28.00	bank	own	1.00	'high qualif/self emp/mgm	1.00	yes	yes	good
'<0'	36.00	'existing paid'	'used car'	8229.00	'<100'	'1<=X<4'	2.00	'male single'	none	2.00	'life insurance'	26.00	none	own	1.00	skilled	2.00	none	yes	bad
'no checking'	24.00	'critical/other existing 	furniture/equipment	2028.00	'<100'	'4<=X<7'	2.00	'male single'	none	2.00	'life insurance'	30.00	none	own	2.00	'unskilled resident'	1.00	none	yes	good
'<0'	15.00	'critical/other existing 	furniture/equipment	1433.00	'<100'	'1<=X<4'	4.00	'female div/dep/mar'	none	3.00	'life insurance'	25.00	none	rent	2.00	skilled	1.00	none	yes	good
'>=200'	42.00	'no credits/all paid'	business	6289.00	'<100'	'<1'	2.00	'male div/sep'	none	1.00	'life insurance'	33.00	none	own	2.00	skilled	1.00	none	yes	good
'no checking'	13.00	'existing paid'	radio/tv	1409.00	'100<=X<500'	unemployed	2.00	'female div/dep/mar'	none	4.00	'real estate'	64.00	none	own	1.00	skilled	1.00	none	yes	good
'<0'	24.00	'existing paid'	'used car'	6579.00	'<100'	unemployed	4.00	'male single'	none	2.00	'no known property'	29.00	none	'for free'	1.00	'high qualif/self emp/mgm	1.00	yes	yes	good
'0<=X<200'	24.00	'critical/other existing 	radio/tv	1743.00	'<100'	'>=7'	4.00	'male single'	none	2.00	'life insurance'	48.00	none	own	2.00	'unskilled resident'	1.00	none	yes	good
'no checking'	12.00	'critical/other existing 	education	3565.00	'no known savings'	'<1'	2.00	'male single'	none	1.00	'life insurance'	37.00	none	own	2.00	'unskilled resident'	2.00	none	yes	good
'no checking'	15.00	'all paid'	radio/tv	1569.00	'100<=X<500'	'>=7'	4.00	'male single'	none	4.00	car	34.00	bank	own	1.00	'unskilled resident'	2.00	none	yes	good
'<0'	18.00	'existing paid'	radio/tv	1936.00	'no known savings'	'4<=X<7'	2.00	'male mar/wid'	none	4.00	car	23.00	none	rent	2.00	'unskilled resident'	1.00	none	yes	good
'<0'	36.00	'existing paid'	furniture/equipment	3959.00	'<100'	unemployed	4.00	'male single'	none	3.00	'life insurance'	30.00	none	own	1.00	'high qualif/self emp/mgm	1.00	yes	yes	good
'no checking'	12.00	'existing paid'	'new car'	2390.00	'no known savings'	'>=7'	4.00	'male single'	none	3.00	car	50.00	none	own	1.00	skilled	1.00	yes	yes	good
'no checking'	12.00	'existing paid'	furniture/equipment	1736.00	'<100'	'4<=X<7'	3.00	'female div/dep/mar'	none	4.00	'real estate'	31.00	none	own	1.00	'unskilled resident'	1.00	none	yes	good
'<0'	30.00	'existing paid'	'used car'	3857.00	'<100'	'1<=X<4'	4.00	'male div/sep'	none	4.00	'life insurance'	40.00	none	own	1.00	'high qualif/self emp/mgm	1.00	yes	yes	good
'no checking'	12.00	'existing paid'	radio/tv	804.00	'<100'	'>=7'	4.00	'male single'	none	4.00	car	38.00	none	own	1.00	skilled	1.00	none	yes	good
'<0'	45.00	'existing paid'	radio/tv	1845.00	'<100'	'1<=X<4'	4.00	'male single'	none	4.00	'no known property'	23.00	none	'for free'	1.00	skilled	1.00	yes	yes	bad
'0<=X<200'	45.00	'critical/other existing 	'used car'	4576.00	'100<=X<500'	unemployed	3.00	'male single'	none	4.00	car	27.00	none	own	1.00	skilled	1.00	none	yes	good
